/usr/local/bin/python3.7 /Users/chervjay/Documents/GitHub/fantasy-fencing/db.py
[2019-09-14 22:08:37] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2011-2012/./2012-01-JAN%20NAC/FTEvent_2012Jan13_DV1ME.htm
[2019-09-14 22:10:01] DEBUG    | Looking at ./2012-04-APR NAC -> https://www.usfencingresults.org/results/2011-2012/./2012-04-APR%20NAC/FTEvent_2012Apr13_DV1ME.htm
[2019-09-14 22:12:08] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2012-2013/./2012-10-OCT%20NAC/FTEvent_2012Oct12_DV1ME.htm
[2019-09-14 22:12:29] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2012-2013/./2012-11-NOV%20NAC/FTEvent_2012Nov09_DV1ME.htm
[2019-09-14 22:12:42] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2012-2013/./2012-12-DEC%20NAC/FTEvent_2012Dec07_DV1ME.htm
[2019-09-14 22:14:13] DEBUG    | Looking at ./2013-04-APR NAC -> https://www.usfencingresults.org/results/2012-2013/./2013-04-APR%20NAC/FTEvent_2013Apr12_DV1ME.htm
[2019-09-14 22:16:42] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2013-2014/./2013-11-NOV%20NAC/FTEvent_2013Nov08_DV1ME.htm
[2019-09-14 22:16:56] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2013-2014/./2013-12-DEC%20NAC/FTEvent_2013Dec13_DV1ME.htm
[2019-09-14 22:17:19] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2013-2014/./2014-01-JAN%20NAC/FTEvent_2014Jan17_DV1ME.htm
[2019-09-14 22:18:19] DEBUG    | Looking at ./2014-04-APR NAC -> https://www.usfencingresults.org/results/2013-2014/./2014-04-APR%20NAC/FTEvent_2014Apr11_DV1ME.htm
attempt to reinit noninited file
[2019-09-14 22:19:18] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2013-2014/./2014-07-JUL%20SN/FTEvent_2014Jun22_DV1ME.htm
[2019-09-14 22:20:26] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2014-2015/./2014.10-OCT-NAC/FTEvent_2014Oct10_DV1ME.htm
[2019-09-14 22:21:08] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2014-2015/./2014.12-DEC-NAC/FTEvent_2014Dec05_DV1ME.htm
[2019-09-14 22:21:28] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2014-2015/./2015.01-JAN-NAC/FTEvent_2015Jan09_DV1ME.htm
attempt to reinit noninited file
[2019-09-14 22:22:10] DEBUG    | Looking at ./2015.03-MAR-NAC -> https://www.usfencingresults.org/results/2014-2015/./2015.03-MAR-NAC/FTEvent_2015Feb27_DV1ME.htm
[2019-09-14 22:23:16] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2014-2015/./2015.06-JUN-SN/FTEvent_2015Jun27_DV1ME.htm
[2019-09-14 22:25:11] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2015-2016/./2015.10-OCT-NAC/FTEvent_2015Oct09_DV1ME.htm
[2019-09-14 22:26:21] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2015-2016/./2015.12-DEC-NAC/FTEvent_2015Dec04_DV1ME.htm
[2019-09-14 22:26:51] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2015-2016/./2016.01-JAN-NAC/FTEvent_2016Jan08_DV1ME.htm
[2019-09-14 22:28:01] DEBUG    | Looking at ./2016.04-APR-NAC -> https://www.usfencingresults.org/results/2015-2016/./2016.04-APR-NAC/FTEvent_2016Apr08_DV1ME.htm
attempt to reinit noninited file
[2019-09-14 22:29:19] WARNING  | Repechage found, skipping https://www.usfencingresults.org/results/2015-2016/./2016.06-JUN-SN/FTEvent_2016Jun29_DV1ME.htm
[2019-09-14 22:31:39] DEBUG    | Looking at ./2016.10-OCT-NAC -> https://www.usfencingresults.org/results/2016-2017/./2016.10-OCT-NAC/FTEvent_2016Oct07_DV1ME.htm
attempt to reinit noninited file
[2019-09-14 22:32:21] ERROR    | not enough values to unpack (expected at least 3, got 2) -> ['BARR, Davidson', 'FLAHERTY, Aimon']
[2019-09-14 22:32:21] ERROR    | not enough values to unpack (expected at least 3, got 2) -> ['ZELLER, Zachary', 'SULLIVAN, Cameron']
[2019-09-14 22:32:21] ERROR    | not enough values to unpack (expected at least 3, got 2) -> ['LITWIN, Matthew', 'MECKE, Cedric']
[2019-09-14 22:32:21] ERROR    | not enough values to unpack (expected at least 3, got 2) -> ['ASHER, Jacob', 'BRATTON, Benjamin']
[2019-09-14 22:32:21] ERROR    | not enough values to unpack (expected at least 3, got 2) -> ['MILLER, Finn', 'KHAYAT, Ziad']
[2019-09-14 22:32:21] ERROR    | not enough values to unpack (expected at least 3, got 2) -> ['YAMANAKA, Mick', 'YERGLER, Jonathan']
[2019-09-14 22:32:21] ERROR    | not enough values to unpack (expected at least 3, got 2) -> ['CHOO, Joseph', 'TOMLINSON, Ryan']
[2019-09-14 22:32:21] ERROR    | not enough values to unpack (expected at least 3, got 2) -> ['GHAZALEH, Thomas Xavier', 'MITTAL, Neil']
[2019-09-14 22:32:21] ERROR    | not enough values to unpack (expected at least 3, got 2) -> ['JI, Victor', 'CONNOR, Ryan']
[2019-09-14 22:32:21] ERROR    | not enough values to unpack (expected at least 3, got 2) -> ['ROWICKI, Milosz', 'SUVOROV, Yuly']
[2019-09-14 22:32:21] ERROR    | not enough values to unpack (expected at least 3, got 2) -> ['MOORE, Shomari', 'LARSEN, Samuel']
